Regio;Code;Type;Partij;AantalStemmen;AantalZetels;
Nederland;L528;AantalBlancoStemmen;;4299;;
Nederland;L528;AantalGeldigeStemmen;;3168258;;
Nederland;L528;AantalOngeldigeStemmen;;42678;;
Nederland;L528;Kiesgerechtigden;;3588106;;
Nederland;L528;Opkomst;;3215235;;
Nederland;L528;Partij;RKSP;931832;30;
Nederland;L528;Partij;SDAP;762281;24;
Nederland;L528;Partij;ARP;371698;12;
Nederland;L528;Partij;CHU;335800;11;
Nederland;L528;Partij;Vrijheidsbond;232187;8;
Nederland;L528;Partij;VDB;193031;7;
Nederland;L528;Partij;SGP;71420;3;
Nederland;L528;Partij;Middenpartij voor Stad en Land;36382;1;
Nederland;L528;Partij;CPN (De Visser);35696;1;
Nederland;L528;Partij;HGSP;34442;1;
Nederland;L528;Partij;Plattelandersbond;32301;1;
Nederland;L528;Partij;CPN (Wijnkoop);29355;1;
Nederland;L528;Partij;Rooms Katholieke Volks Partij;21894;;
Nederland;L528;Partij;Revolutionair-Socialistische Partij;20869;;
Nederland;L528;Partij;Federatief Verband;15704;;
Nederland;L528;Partij;CDU;12407;;
Nederland;L528;Partij;Democratische Partij;8650;;
Nederland;L528;Partij;Kleine Winkeliers en Middenstanders;4072;;
Nederland;L528;Partij;Nationale Boerenbond;4032;;
Nederland;L528;Partij;Verbond van Nationalisten;3459;;
Nederland;L528;Partij;RK Boerenpartij;2658;;
Nederland;L528;Partij;Sociaal-Democratische Volkspartij;2045;;
Nederland;L528;Partij;Algemene Welvaartspartij;1958;;
Nederland;L528;Partij;Christelijke Arbeiderspartij;1602;;
Nederland;L528;Partij;Lijst Van Nunen;1133;;
Nederland;L528;Partij;Hoofd- en handarbeiders;845;;
Nederland;L528;Partij;Sociaal-Economische Volkspartij;774;;
Nederland;L528;Partij;Invalidenpartij;715;;
Nederland;L528;Partij;Lijst Verwey;623;;
Nederland;L528;Partij;Volkspartij;449;;
Nederland;L528;Partij;Anti-stemdwangpartij;444;;
Nederland;L528;Partij;Algemeen Belang;417;;
Nederland;L528;Partij;Neutrale Volkspartij;342;;
Nederland;L528;Partij;Lijst Siedenburg;279;;
Nederland;L528;Partij;Vrije Christelijke Partij;103;;
Nederland;L528;Partij;Internationale Volkspartij;98;;
