Regio;Code;Type;Partij;AantalStemmen;AantalZetels;
Nederland;L528;AantalBlancoStemmen;;77587;;
Nederland;L528;AantalGeldigeStemmen;;4058047;;
Nederland;L528;AantalOngeldigeStemmen;;77239;;
Nederland;L528;Kiesgerechtigden;;4462859;;
Nederland;L528;Opkomst;;4212873;;
Nederland;L528;Partij;RKSP;1170431;31;
Nederland;L528;Partij;SDAP;891061;23;
Nederland;L528;Partij;ARP;665501;17;
Nederland;L528;Partij;CHU;302829;8;
Nederland;L528;Partij;VDB;239502;6;
Nederland;L528;Partij;NSB;171137;4;
Nederland;L528;Partij;Vrijheidsbond;160260;4;
Nederland;L528;Partij;CPN;136026;3;
Nederland;L528;Partij;CDU;85004;2;
Nederland;L528;Partij;SGP;78619;2;
Nederland;L528;Partij;Revolutionair Socialistische Arbeiderspartij;31802;;
Nederland;L528;Partij;Katholiek Democratische Partij;27076;;
Nederland;L528;Partij;HGSP;23693;;
Nederland;L528;Partij;Actie-Bouwman;21182;;
Nederland;L528;Partij;Christelijk Nationale Actie;19157;;
Nederland;L528;Partij;Algemeen Belang;8735;;
Nederland;L528;Partij;Zwart Front;8014;;
Nederland;L528;Partij;NBTM;6548;;
Nederland;L528;Partij;VNH;6059;;
Nederland;L528;Partij;Nationaal Socialistische Arbeiderspartij;1068;;
