Regio;Code;Type;Partij;AantalStemmen;AantalZetels;
Nederland;L528;AantalBlancoStemmen;;3275;;
Nederland;L528;AantalGeldigeStemmen;;2738160;;
Nederland;L528;AantalOngeldigeStemmen;;37964;;
Nederland;L528;Kiesgerechtigden;;3203280;;
Nederland;L528;Opkomst;;2779399;;
Nederland;L528;Partij;RKSP;883350;30;
Nederland;L528;Partij;SDAP;706317;24;
Nederland;L528;Partij;ARP;377415;13;
Nederland;L528;Partij;CHU;305563;11;
Nederland;L528;Partij;Vrijheidsbond;226434;8;
Nederland;L528;Partij;Lijst Staalman-Ter Hall;43101;1;
Nederland;L528;Partij;VDB;187159;7;
Nederland;L528;Partij;SGP;62472;2;
Nederland;L528;Partij;Plattelandersbond (Braat);43969;1;
Nederland;L528;Partij;Rooms Katholieke Volks Partij;40115;1;
Nederland;L528;Partij;CPN;36786;1;
Nederland;L528;Partij;HGSP;30276;1;
Nederland;L528;Partij;Middenstandspartij;21677;;
Nederland;L528;Partij;Middenstandspartij (Haarlem);1499;;
Nederland;L528;Partij;Plattelandersbond (De Boer);18762;;
Nederland;L528;Partij;Protestantsche Volkspartij;15598;;
Nederland;L528;Partij;Christen-democraten;13908;;
Nederland;L528;Partij;Vaderlandsch Verbond;12588;;
Nederland;L528;Partij;Revolutionair arbeiderscomitT;12656;;
Nederland;L528;Partij;Democratische Partij;11154;;
Nederland;L528;Partij;Socialistische Partij;8223;;
Nederland;L528;Partij;Rapaille-partij;4697;;
Nederland;L528;Partij;Bezuinigingspartij;4855;;
Nederland;L528;Partij;Sport-partij;4392;;
Nederland;L528;Partij;Vrijdenkers;3649;;
Nederland;L528;Partij;Actualisten;2251;;
Nederland;L528;Partij;Pensioenactie;1946;;
Nederland;L528;Partij;Grondpartij;1868;;
Nederland;L528;Partij;Landbouwpartij;1154;;
Nederland;L528;Partij;Premievrij Staatspensioen;792;;
Nederland;L528;Partij;Nieuwe Nationale Partij;757;;
Nederland;L528;Partij;Wilde Partij;294;;
Nederland;L528;Partij;Rentetrekkers;206;;
Nederland;L528;Partij;Vrijzinnige Christenpartij;132;;
